0,800,100
1,800,150
2,743.3980712890625,268.8207092285156
3,777.1124877929688,253.25877380371094
4,680,376
5,700.2506713867188,244.42300415039062
6,720.0554809570312,219.88475036621094
7,760,376
8,900,893
9,750,806
10,886.7996215820312,845.2896728515625
11,650,893
12,863.4579467773438,782.954833984375
13,922.5046997070312,780.5587768554688
14,830.3313598632812,827.9765625
15,1050,806
16,900,750
17,1150,893
18,556.5405883789062,603.35693359375
19,570.7092895507812,621.3916625976562
20,450,636
21,640.0075073242188,579.4343872070312
22,532.44580078125,567.6800537109375
23,620.4031372070312,617.5088500976562
24,650,536
25,547,670
26,520,470
27,450,536
28,584.0662841796875,560.87890625
29,924.8646240234375,327.1175842285156
30,935.0748901367188,277.6138916015625
31,975.0521240234375,255.11643981933594
32,882.885498046875,226.90859985351562
33,955.1746826171875,213.7020263671875
34,898.6500854492188,297.7773132324219
35,851.5065307617188,253.77044677734375
36,974.5079956054688,344.1971130371094
37,922.5414428710938,412.1986389160156
38,1000,276
39,943.7734985351562,298.31951904296875
40,900,376
41,970.9703979492188,296.480712890625
42,892.0062866210938,325.5428771972656
43,929.7633056640625,248.19590759277344
44,1070,376
45,904.7816772460938,255.70152282714844
46,852.5834350585938,354.5841369628906
47,869.7675170898438,303.3587341308594
48,953.68603515625,337.3382263183594
49,931.7694702148438,568.3936157226562
50,1050.5408935546875,694.6329956054688
51,880.6484375,548.4525756835938
52,1118.1270751953125,586.715087890625
53,1010.3319091796875,661.3543701171875
54,1074.7958984375,590.7879028320312
55,945.1533203125,512.3433837890625
56,1039.16796875,627.9049682617188
57,1220,582
58,1039.7520751953125,572.9991455078125
59,1109.69580078125,613.7196655273438
60,1044.17041015625,604.3976440429688
61,1041.087646484375,492.4715881347656
62,1093.6639404296875,550.4445190429688
63,967.275634765625,624.4383544921875
64,1068.2374267578125,567.466064453125
65,995.780029296875,634.7852783203125
66,1237,614
67,981.9591064453125,508.4747314453125
68,1116.38818359375,517.9800415039062
69,916.0028686523438,491.7988586425781
70,991.1696166992188,551.66357421875
71,1076.945556640625,626.5428466796875
72,1013.4761962890625,531.125732421875
73,1022.1596069335938,508.4751892089844
74,1080.7982177734375,533.052978515625
75,974.2955932617188,584.7913818359375
76,900,636
77,1034.41845703125,537.6405029296875
78,1009.4857177734375,577.0545043945312
