130 237
7	6	1	1
7	5	1	1
8	5	1	1
8	7	1	1
9	5	1	1
9	7	1	1
10	8	1	1
10	5	1	1
11	8	1	1
11	10	1	1
12	10	1	1
12	11	1	1
13	9	1	1
13	8	1	1
14	13	1	1
14	9	1	1
15	11	1	1
15	7	1	1
16	10	1	1
16	8	1	1
17	16	1	1
17	6	1	1
18	9	1	1
18	7	1	1
19	18	1	1
19	11	1	1
20	13	1	1
20	6	1	1
21	5	1	1
21	20	1	1
22	9	1	1
22	14	1	1
23	18	1	1
23	19	1	1
24	19	1	1
24	23	1	1
5	13	1	1
5	18	1	1
6	19	1	1
6	8	1	1
34	33	2	2
34	32	2	2
35	33	2	2
35	34	2	2
36	34	2	2
36	33	2	2
37	36	2	2
37	32	2	2
38	36	2	2
38	32	2	2
39	32	2	2
39	37	2	2
40	39	2	2
40	33	2	2
41	32	2	2
41	36	2	2
42	40	2	2
42	33	2	2
43	36	2	2
43	41	2	2
44	43	2	2
44	35	2	2
25	33	2	2
25	37	2	2
26	37	2	2
26	34	2	2
27	39	2	2
27	41	2	2
28	26	2	2
28	38	2	2
29	35	2	2
29	40	2	2
30	32	2	2
30	39	2	2
31	27	2	2
31	32	2	2
32	40	2	2
32	42	2	2
33	44	2	2
33	29	2	2
46	64	3	3
46	45	3	3
47	64	3	3
47	46	3	3
48	45	3	3
48	47	3	3
49	47	3	3
49	64	3	3
50	49	3	3
50	48	3	3
51	46	3	3
51	49	3	3
52	46	3	3
52	64	3	3
53	47	3	3
53	45	3	3
54	50	3	3
54	46	3	3
55	46	3	3
55	53	3	3
56	53	3	3
56	51	3	3
57	48	3	3
57	50	3	3
58	47	3	3
58	55	3	3
59	56	3	3
59	55	3	3
60	49	3	3
60	48	3	3
61	46	3	3
61	56	3	3
62	55	3	3
62	53	3	3
63	54	3	3
63	60	3	3
64	61	3	3
64	59	3	3
45	50	3	3
45	47	3	3
67	65	4	4
67	66	4	4
68	65	4	4
68	67	4	4
69	67	4	4
69	66	4	4
70	69	4	4
70	66	4	4
71	67	4	4
71	66	4	4
72	68	4	4
72	69	4	4
73	72	4	4
73	71	4	4
74	71	4	4
74	73	4	4
75	65	4	4
75	66	4	4
76	75	4	4
76	66	4	4
77	70	4	4
77	74	4	4
78	73	4	4
78	72	4	4
79	75	4	4
79	74	4	4
80	70	4	4
80	69	4	4
81	75	4	4
81	74	4	4
82	67	4	4
82	72	4	4
83	72	4	4
83	69	4	4
84	82	4	4
84	70	4	4
65	82	4	4
65	72	4	4
66	68	4	4
66	83	4	4
98	97	5	5
98	96	5	5
99	96	5	5
99	97	5	5
100	96	5	5
100	99	5	5
101	100	5	5
101	97	5	5
102	100	5	5
102	96	5	5
103	100	5	5
103	102	5	5
104	103	5	5
104	102	5	5
85	104	5	5
85	98	5	5
86	102	5	5
86	97	5	5
87	97	5	5
87	98	5	5
88	98	5	5
88	104	5	5
89	88	5	5
89	97	5	5
90	104	5	5
90	98	5	5
91	86	5	5
91	87	5	5
92	104	5	5
92	85	5	5
93	87	5	5
93	91	5	5
94	92	5	5
94	102	5	5
95	90	5	5
95	92	5	5
96	103	5	5
96	87	5	5
97	91	5	5
97	95	5	5
76	51	4	3
25	14	2	1
60	11	3	1
61	27	3	2
65	15	4	1
87	5	5	1
100	43	5	2
105	90	5	5
106	29	2	2
107	79	4	4
108	99	5	5
109	88	5	5
110	74	4	4
111	23	1	1
112	52	3	3
113	29	2	2
114	44	2	2
115	16	1	1
116	77	4	4
117	6	1	1
118	53	3	3
119	70	4	4
120	63	3	3
121	28	2	2
122	94	5	5
123	78	4	4
124	37	2	2
125	59	3	3
126	80	4	4
127	44	2	2
128	71	4	4
129	50	3	3
130	39	2	2
131	30	2	2
132	31	2	2
133	30	2	2
134	18	1	1
